word,R,G,B
neuralgia,128,128,128
neurosis,128,128,128
neuter,137,137,137
neutral,159,173,193
neutrality,128,128,128
neutralize,255,255,255
newborn,255,105,180
newly,255,235,127
newness,255,255,255
news,142,142,142
newspaper,79,79,79
newsstand,128,128,128
nib,54,72,97
niche,100,112,60
nichts,30,30,30
nick,139,69,19
nickel,128,128,128
nicotine,216,166,6
niece,255,105,180
nigger,30,30,30
night,30,30,30
nightfall,30,30,30
nightingale,255,215,0
nightmare,30,30,30
nihilism,30,30,30
nil,142,142,142
nimble,255,235,127
ninety,128,128,128
ninth,30,30,30
nipple,255,215,0
nix,30,30,30
nobility,142,177,227
noble,128,0,128
nobleman,128,0,128
nocturnal,30,30,30
nod,255,215,0
nodular,179,44,19
noise,32,84,32
noisy,220,20,20
nomad,139,69,19
nomadic,139,69,19
nominal,255,255,255
nomination,255,255,255
nonce,255,255,255
noncompliance,142,67,105
nonpayment,220,20,20
nonresident,128,128,128
nonsense,142,102,190
nonsensical,103,39,103
nook,191,191,191
noon,255,215,0
noose,111,59,21
norm,128,128,128
normal,32,119,117
normality,255,255,255
nose,141,130,75
nostril,30,30,30
notary,84,84,109
notation,30,30,30
notch,139,69,19
notched,139,69,19
note,142,142,142
notebook,139,69,19
noted,255,255,255
noteworthy,30,100,200
nothingness,110,110,110
notification,142,142,142
notify,255,255,255
notion,255,215,0
notoriety,139,69,19
notwithstanding,255,255,255
nought,30,30,30
noun,34,139,34
nourishment,34,139,34
nouveau,34,139,34
novelty,255,255,255
novice,255,255,255
nowadays,197,162,137
noxious,84,49,24
nozzle,79,114,164
nucleus,137,137,137
nude,255,105,180
nudge,30,100,200
nudity,255,105,180
nugget,255,215,0
nul,30,30,30
null,62,62,62
numb,128,128,128
number,32,84,32
numbness,128,128,128
numeral,30,30,30
numerator,128,128,128
numerical,30,30,30
numerically,30,30,30
nun,142,142,142
nurse,255,255,255
nursery,32,119,117
nurture,255,215,0
nutmeg,179,44,19
nutrition,34,139,34
nutritious,34,139,34
nutritive,34,139,34
nuts,139,69,19
nymph,255,105,180
oaf,128,128,128
oak,139,69,19
oar,139,69,19
oasis,32,119,117
oath,255,255,255
oatmeal,139,69,19
obedience,34,139,34
obediently,255,255,255
obelisk,142,142,142
obese,139,69,19
obesity,142,85,15
obey,212,174,127
obit,30,30,30
obituary,30,30,30
object,137,137,137
objection,30,30,30
objective,255,255,255
obligation,130,81,100
obligatory,95,95,95
obliged,255,255,255
obliging,128,0,128
obliterate,30,30,30
obliterated,30,30,30
obliteration,30,30,30
oblivion,30,30,30
oblivious,30,30,30
oboe,30,30,30
obscene,30,30,30
obscenity,30,65,115
obscure,30,30,30
obscured,128,128,128
obscurity,62,62,62
observance,255,255,255
observant,255,235,127
observation,142,177,227
observatory,30,100,200
observe,142,157,100
observer,32,119,117
observing,255,255,255
obsolescence,128,128,128
obstacle,191,171,64
obstetrics,255,105,180
obstinate,128,128,128
obstruct,62,62,62
obstruction,197,104,9
obstructive,30,30,30
obtainable,255,140,0
obtuse,136,101,49
obverse,255,140,0
obvious,128,0,128
occasion,34,139,34
occasionally,139,69,19
occlusion,139,69,19
occult,30,30,30
occupancy,255,255,255
occupant,30,100,200
occupation,79,114,164
occupied,30,30,30
occupier,84,49,24
occupy,133,98,73
occupying,128,128,128
occur,197,162,137
occurrence,255,255,255
ocean,30,100,200
oceanic,30,100,200
octagon,30,30,30
octave,139,69,19
ocular,255,255,255
oddity,128,128,128
odds,191,171,64
ode,255,235,127
odious,105,91,20
odometer,128,128,128
odor,139,69,19
oestrogen,255,105,180
oeuvre,220,20,20
offend,191,52,154
offended,30,30,30
offender,30,30,30
offense,30,30,30
offensive,139,69,19
offered,255,215,0
offering,34,139,34
offhand,128,128,128
officer,30,80,151
offices,191,191,191
official,141,141,158
offing,30,100,200
offset,142,85,15
offshoot,34,139,34
oft,128,0,128
oftentimes,128,128,128
ogre,34,139,34
oil,30,30,30
oils,30,30,30
ointment,255,255,255
older,128,128,128
olive,34,139,34
omega,30,30,30
omelet,255,215,0
omen,142,103,15
ominous,30,30,30
omission,128,128,128
omit,110,100,47
omitted,79,79,79
omnibus,128,128,128
omnipotence,237,137,137
omnipresent,255,255,255
omniscient,255,255,255
oncologist,142,142,142
oneness,144,197,144
onerous,48,36,28
oneself,34,139,34
ongoing,128,128,128
onion,255,255,255
onslaught,220,20,20
ontology,255,255,255
onus,79,79,79
onyx,142,142,142
ooze,125,152,20
oozing,34,139,34
opacity,255,255,255
opal,255,255,255
opaque,128,128,128
open,255,255,255
opener,255,255,255
opening,255,255,255
openness,255,255,255
operatic,128,0,128
operation,30,100,200
operations,34,139,34
operative,30,30,30
operator,128,128,128
ophthalmic,255,255,255
opiate,128,128,128
opinion,79,114,164
opium,142,142,142
opponent,142,122,15
opportunity,255,235,127
oppose,255,140,0
opposed,174,74,74
opposite,255,241,170
opposites,30,30,30
opposition,220,20,20
oppress,62,62,62
oppression,125,25,25
oppressive,30,30,30
oppressor,30,30,30
optic,255,255,255
optical,255,255,255
optics,180,203,236
optimism,255,255,255
option,34,139,34
optional,255,215,0
options,34,139,34
optometrist,255,255,255
oracle,223,181,159
oral,220,20,20
orange,255,140,0
oration,237,80,10
orator,220,20,20
oratory,255,255,255
orb,255,255,255
orbit,142,177,227
orbiting,255,255,255
orbs,255,255,255
orc,30,30,30
orchard,220,20,20
orchestra,139,69,19
ordained,255,255,255
ordeal,255,255,255
order,180,180,180
orderly,95,130,129
ordinance,106,141,106
ordinary,128,128,128
ordination,180,203,236
ordnance,139,69,19
oregano,34,139,34
organ,255,255,255
organic,34,139,34
organize,212,212,212
organized,255,215,0
orgasm,255,255,255
orgies,137,68,169
orient,30,30,30
oriental,255,215,0
orientation,30,30,30
orifice,139,69,19
origin,255,255,255
originality,142,177,227
originate,34,139,34
originator,255,197,127
ornamental,34,139,34
ornamentation,128,0,128
ornamented,255,140,0
ornate,81,69,81
orthodox,255,255,255
orthodoxy,255,255,255
orthogonal,137,99,52
oscillate,255,255,255
oscillating,255,255,255
ostensible,191,171,64
ostensibly,128,128,128
ostrich,255,255,255
ottoman,139,69,19
ounce,128,128,128
oust,220,20,20
outburst,237,117,10
outcast,138,91,44
outcome,81,133,81
outcry,220,20,20
outdo,90,81,90
outfit,191,52,154
outgrowth,81,69,81
outhouse,139,69,19
outing,255,215,0
outlandish,174,10,74
outlaw,84,49,24
outlet,255,255,255
outline,255,215,0
outlook,255,255,255
outlying,133,98,73
outnumber,174,10,74
outpouring,128,0,128
outrage,220,20,20
outrageous,231,60,13
outsider,255,140,0
outskirts,34,139,34
outspoken,64,122,120
outstanding,34,139,34
outstretched,144,197,144
outward,142,120,100
outwards,30,100,200
oval,255,255,255
ovary,128,128,128
ovate,255,215,0
ovation,30,100,200
oven,30,30,30
overalls,30,100,200
overbearing,84,49,24
overburden,174,74,74
overcast,128,128,128
overcoat,79,79,79
overdo,169,99,18
overdose,30,30,30
overdue,220,20,20
overestimate,181,70,60
overestimated,255,140,0
overflow,84,84,109
overflowing,30,100,200
overgrown,34,139,34
overgrowth,34,139,34
overhanging,32,119,117
overhead,142,177,227
overlap,128,128,128
overlay,255,255,255
overlying,128,128,128
overpaid,255,140,0
overpass,128,128,128
overpower,220,20,20
overpowering,125,25,25
override,30,30,30
overrule,128,0,128
overseer,30,30,30
overshadow,128,128,128
oversight,142,141,17
overstate,34,139,34
overtake,128,128,128
overture,174,74,74
overturn,142,85,15
overwhelm,30,30,30
overwhelmed,30,30,30
overwhelming,128,128,128
overzealous,255,215,0
owe,34,139,34
owing,127,79,27
ox,139,69,19
oxygen,191,191,191
oxymoron,255,215,0
oyster,128,128,128
pace,255,215,0
pacific,30,100,200
pacify,79,50,164
pack,86,104,26
package,139,69,19
packer,139,69,19
packet,255,255,255
pact,128,128,128
pad,255,197,127
padding,255,255,255
paddle,112,86,22
paddock,34,139,34
paddy,255,255,255
padlock,128,128,128
pagan,34,139,34
paganism,34,139,34
page,204,178,204
pageant,191,52,154
pagoda,30,30,30
pail,128,128,128
pain,220,20,20
pained,220,20,20
painful,156,23,23
painfully,220,20,20
paint,255,255,255
painting,191,70,64
pair,255,255,255
pajamas,255,105,180
pal,34,139,34
palace,255,255,255
palatable,34,139,34
palate,220,20,20
paleontology,133,98,73
palette,128,0,128
pall,79,79,79
palladium,255,255,255
pallet,139,69,19
palliative,255,180,217
palm,107,127,82
palpable,64,99,64
palsy,100,123,86
paltry,255,255,255
pamper,255,105,180
pamphlet,191,127,191
pan,128,128,128
panache,174,10,74
pandemic,30,30,30
panel,139,69,19
pang,128,128,128
panic,79,15,79
panoramic,30,100,200
pant,174,74,74
pantheon,255,255,255
panther,30,30,30
panties,255,255,255
pantomime,255,255,255
pantry,255,105,180
pants,30,100,200
pap,255,255,255
papacy,255,255,255
papal,255,255,255
paper,255,255,255
papyrus,255,255,255
par,34,139,34
parable,255,255,255
parabola,220,20,20
parachute,255,245,191
paradigm,255,255,255
paradox,255,215,0
paraffin,142,122,15
paragon,142,157,100
paragraph,79,79,79
parallax,30,30,30
parallel,34,139,34
parallelism,170,157,85
paralysis,110,100,47
paralyzed,30,30,30
paramount,142,177,227
paranoia,30,30,30
parapet,128,128,128
paraphernalia,79,79,79
paraphrase,128,64,128
parasite,84,49,24
parasol,220,20,20
parcel,139,69,19
parcels,255,255,255
parchment,255,255,255
pardon,128,0,128
pare,81,133,81
parent,255,255,255
parenthesis,62,62,62
parenthetical,220,20,20
paring,81,133,81
parish,255,255,255
parity,191,191,191
park,34,139,34
parlance,255,255,255
parliamentary,139,69,19
parole,128,128,128
parrot,96,99,29
parry,95,95,95
parse,128,128,128
parsimonious,139,69,19
parsimony,34,139,34
parsley,34,139,34
parson,30,30,30
part,139,69,19
partiality,191,134,64
partially,128,128,128
participate,106,126,78
participation,144,177,17
particle,191,171,64
particularity,128,128,128
particulars,30,30,30
parting,255,122,90
partition,128,128,128
partner,255,255,255
partnership,30,100,200
parts,30,100,200
pas,255,105,180
pass,255,255,255
passageway,139,69,19
passe,131,108,91
passing,128,128,128
passion,220,20,20
passionate,220,20,20
passivity,139,69,19
past,128,128,128
paste,255,255,255
pastel,255,105,180
pastor,30,30,30
pastry,255,255,255
pasture,34,139,34
pasty,139,69,19
pat,79,79,79
patch,34,139,34
patchwork,255,105,180
pate,128,128,128
patella,255,255,255
patent,178,151,87
paternity,30,100,200
path,139,69,19
pathetic,30,30,30
pathology,30,30,30
patience,79,114,164
patriarch,128,128,128
patriarchal,191,127,191
patrimony,139,69,19
patriot,79,50,164
patrol,30,100,200
patron,139,174,139
patronage,128,0,128
patronize,30,100,200
patronizing,30,100,200
patter,180,140,126
pattern,255,215,0
paucity,165,92,86
pauper,135,88,55
pause,191,191,191
pave,30,30,30
pavement,79,79,79
paving,128,128,128
paw,139,69,19
pawn,128,128,128
pax,237,137,137
pay,34,139,34
payback,220,20,20
payer,34,139,34
payment,34,139,34
pea,34,139,34
peace,255,255,255
peaceable,255,255,255
peaceful,255,255,255
peacock,79,50,164
peak,191,127,191
peaked,128,0,128
pearl,255,255,255
peasant,133,98,73
peat,86,104,26
pebble,131,108,91
peculiarity,128,0,128
peculiarly,174,10,74
pecuniary,34,139,34
pedal,34,139,34
pedestal,128,0,128
pedestrian,191,191,191
pedigree,111,86,135
pedometer,255,255,255
peel,255,140,0
peep,255,235,127
peer,120,138,86
peering,255,215,0
peerless,128,128,128
peg,139,69,19
pelagic,30,100,200
pellet,139,69,19
pen,30,30,30
penalty,93,26,26
penance,106,141,106
penchant,128,128,128
pencil,255,215,0
pendant,255,215,0
pendency,30,100,200
pending,128,128,128
pendulum,255,215,0
penetrate,127,83,87
penetrating,30,100,200
penetration,255,140,0
peninsula,139,69,19
penitentiary,191,134,64
pennant,220,20,20
penniless,79,15,79
penny,139,69,19
pension,128,128,128
pensioner,128,128,128
pensive,30,65,115
penthouse,139,69,19
penultimate,255,255,255
people,255,255,255
pepper,30,30,30
perceive,158,125,150
percentage,128,128,128
perceptible,142,157,100
perception,255,255,255
perceptive,255,215,0
perch,255,215,0
perchance,255,140,0
perdition,93,26,26
peremptory,128,128,128
perennial,34,139,34
perfect,255,255,255
perfection,255,255,255
perforated,255,255,255
perforce,174,112,49
performer,223,152,95
perfume,255,105,180
peri,255,105,180
peridot,34,139,34
peril,30,30,30
perilous,174,74,74
period,30,30,30
periodic,30,100,200
periodical,255,255,255
periodically,191,134,64
periodicity,142,177,227
perish,30,30,30
perishable,197,142,9
perished,30,30,30
perishing,30,30,30
perjury,220,20,20
perk,34,139,34
permanence,114,114,114
permeable,128,128,128
permeate,139,69,19
permissible,255,255,255
permission,255,105,180
permit,34,139,34
permitted,34,139,34
permutation,81,133,81
pernicious,30,30,30
perpetrator,125,25,25
perpetual,212,199,127
perpetually,128,128,128
perpetuate,255,255,255
perpetuity,106,164,163
perplexed,128,64,128
perplexing,128,64,128
perplexity,128,128,128
persecution,30,30,30
perseverance,128,128,128
persevere,255,255,255
persist,128,128,128
persistence,94,86,84
persistent,106,103,21
person,255,160,90
personable,220,20,20
personage,139,69,19
personal,79,50,164
personification,34,139,34
perspective,255,215,0
perspiration,255,140,0
persuade,220,20,20
persuasion,139,131,139
pert,255,105,180
pertinent,255,255,255
perturbation,133,98,73
pertussis,30,30,30
pervading,34,139,34
perverse,180,128,10
perversion,30,30,30
pervert,142,85,15
perverted,128,128,128
pessimism,128,128,128
pessimist,30,30,30
pest,111,59,21
pestilence,30,30,30
pet,139,69,19
petition,128,128,128
petitioner,30,100,200
petroleum,30,30,30
petty,141,104,16
pew,139,69,19
pewter,128,128,128
phalanx,84,49,24
phantom,128,96,128
pharmacist,255,255,255
pharmacology,255,255,255
pharmacy,255,235,127
phase,168,194,168
phenomenon,128,0,128
philanthropist,255,255,255
philanthropy,34,139,34
philosopher,255,255,255
philosophic,255,255,255
philosophy,255,255,255
phlegm,34,139,34
phoenix,220,20,20
phone,255,215,0
phonetic,34,139,34
phonetics,30,100,200
phonology,212,212,212
phosphor,255,215,0
phosphorus,255,215,0
photo,79,114,164
photographer,30,30,30
photography,255,235,127
photometry,255,255,255
phrase,204,204,204
phraseology,174,74,74
physician,255,255,255
physics,30,100,200
physiology,220,20,20
physique,255,140,0
piano,30,30,30
piazza,139,69,19
pick,128,128,128
picket,30,30,30
picketing,220,20,20
pickle,34,139,34
pickup,128,128,128
picture,30,100,200
picturesque,32,119,117
pie,139,69,19
pier,30,100,200
piety,128,0,128
pig,255,105,180
pigeon,128,128,128
pigment,237,62,100
pike,66,43,26
pile,134,92,62
piles,139,69,19
pilgrim,255,215,0
pilgrimage,255,255,255
pill,255,105,180
pillage,30,30,30
pillar,255,255,255
pillow,255,255,255
pillowcase,255,255,255
pilot,86,138,213
pimp,79,79,79
pimple,255,105,180
pin,128,85,128
pine,32,126,89
pineapple,255,215,0
ping,128,0,128
pinhole,30,30,30
pinion,30,30,30
pink,255,105,180
pioneer,135,46,55
pious,128,0,128
pip,34,139,34
pipe,79,79,79
piped,128,128,128
pipeline,128,128,128
pipette,191,191,191
pique,168,88,16
piracy,30,30,30
pirate,77,27,27
piscina,79,114,164
pistol,79,79,79
piston,128,128,128
pit,84,49,24
pitch,95,95,95
pitcher,255,215,0
pitfall,84,49,24
pith,177,176,115
pithy,30,100,200
pivot,216,129,66
placard,255,255,255
place,81,133,81
placebo,255,235,127
placket,30,30,30
plagiarism,78,54,28
plague,30,30,30
plaid,220,20,20
plaintiff,30,30,30
plaintive,30,100,200
plane,197,162,137
planet,34,139,34
planetarium,30,30,30
planets,34,139,34
plank,139,69,19
planned,128,128,128
plant,144,197,144
plantation,34,139,34
planter,86,104,26
planting,34,139,34
plaster,255,255,255
plastic,255,205,230
plasticity,255,255,255
plat,34,139,34
plate,255,255,255
plateau,139,69,19
plated,255,215,0
platform,139,69,19
plating,191,171,64
platter,255,255,255
plausibility,191,191,191
playa,84,84,109
player,30,100,200
playhouse,255,255,255
playwright,142,142,142
plaza,220,20,20
plea,255,215,0
pleased,191,107,64
pleasurable,255,105,180
pleated,220,20,20
pledge,158,6,92
pledged,255,255,255
plenary,30,30,30
plenty,220,20,20
plethora,30,100,200
plexus,81,69,81
pliable,34,139,34
plication,139,69,19
pliers,128,128,128
plinth,128,128,128
plodding,133,98,73
plot,34,139,34
plough,139,69,19
ploughed,139,69,19
plover,255,255,255
plow,139,69,19
plowed,139,69,19
pluck,34,139,34
plug,191,191,191
plum,128,0,128
plumb,95,118,152
plume,84,84,109
plummet,128,128,128
plump,255,105,180
plumper,128,128,128
plunder,30,30,30
plunge,30,100,200
plural,34,139,34
plutonium,128,128,128
ply,168,184,104
pneumonia,30,30,30
poaching,139,69,19
pocket,255,255,255
pocketbook,255,255,255
pod,107,177,107
poem,128,0,128
poet,255,180,217
poetical,255,255,255
poetics,128,128,128
poignant,255,140,0
pointer,139,69,19
pointless,81,133,81
poison,31,66,31
poisoned,30,30,30
poisoning,34,139,34
poisonous,93,26,26
poker,220,20,20
polar,255,255,255
polarity,191,191,191
pole,165,155,148
polemic,125,25,25
police,30,100,200
policeman,30,100,200
policy,191,191,191
polio,30,30,30
polish,255,255,255
polished,226,208,196
politeness,255,105,180
politic,208,91,78
politician,220,20,20
politics,180,190,151
poll,255,140,0
pollute,64,99,64
pollution,94,87,46
polo,34,139,34
polygon,30,30,30
polymorphism,255,255,255
pomp,255,105,180
pompous,128,0,128
poncho,255,255,255
pond,30,100,200
ponder,255,215,0
pontiff,255,255,255
pontoon,84,84,109
pony,139,69,19
poodle,255,255,255
pool,30,100,200
poop,139,69,19
poorly,139,69,19
pope,255,255,255
poppy,220,20,20
popular,34,139,34
popularized,255,140,0
population,139,118,54
populous,86,104,26
porcelain,255,255,255
porch,177,131,97
porcupine,133,98,73
pore,142,67,105
pork,255,105,180
porn,220,20,20
porno,30,100,200
pornographic,220,20,20
pornography,255,215,0
porosity,128,128,128
porous,197,162,137
port,30,100,200
portal,191,191,191
portico,216,193,176
portrait,142,177,227
portraiture,255,255,255
portray,128,128,128
pose,128,128,128
poser,255,140,0
posited,255,255,255
position,30,100,200
posse,220,20,20
possess,34,139,34
possessed,176,59,46
possessing,255,140,0
possession,220,20,20
possessor,30,30,30
possibility,144,177,17
possibly,128,0,128
postal,255,255,255
poster,142,142,142
posterior,139,69,19
posterity,30,30,30
posthumous,30,30,30
postpone,128,128,128
postponement,128,128,128
postscript,128,128,128
postulate,95,76,152
posture,30,100,200
potency,220,20,20
potent,30,30,30
potential,220,20,20
potion,93,50,83
potluck,86,104,26
potter,128,128,128
pottery,139,69,19
pouch,139,69,19
poultry,255,215,0
pound,220,20,20
pour,30,100,200
poverty,79,79,79
pow,237,62,100
powder,255,255,255
powdered,255,255,255
powdery,255,255,255
powerful,189,56,56
powerless,137,87,112
pox,220,20,20
practicable,30,100,200
practical,139,69,19
practically,255,215,0
practice,142,177,227
practitioner,128,128,128
prairie,107,164,22
praise,255,215,0
praised,255,215,0
praiseworthy,255,255,255
prank,255,190,0
praxis,255,255,255
pray,255,255,255
prayer,142,157,100
preacher,30,30,30
